         6341 function calls (6292 primitive calls) in 0.100 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.100    0.100 C:\Users\Administrator\Desktop\ltrs\src\aopl_python_impl\aop_calculator.py:15(evaluate_expression)
        1    0.000    0.000    0.097    0.097 C:\Users\Administrator\Desktop\ltrs\src\aopl_python_impl\aop_operations.py:7(evaluate_ast)
        1    0.000    0.000    0.097    0.097 C:\Users\Administrator\Desktop\ltrs\src\aopl_python_impl\aop_operations.py:76(evaluate_sum_parallel)
        1    0.000    0.000    0.097    0.097 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\pool.py:738(__exit__)
        1    0.000    0.000    0.097    0.097 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\pool.py:654(terminate)
        1    0.000    0.000    0.083    0.083 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\pool.py:305(_repopulate_pool)
        1    0.000    0.000    0.083    0.083 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\pool.py:314(_repopulate_pool_static)
       16    0.000    0.000    0.082    0.005 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\process.py:110(start)
       16    0.000    0.000    0.082    0.005 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\context.py:334(_Popen)
       16    0.001    0.000    0.081    0.005 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\popen_spawn_win32.py:45(__init__)
       16    0.073    0.005    0.073    0.005 {built-in method _winapi.CreateProcess}
        1    0.000    0.000    0.013    0.013 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\util.py:208(__call__)
        1    0.000    0.000    0.013    0.013 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\pool.py:680(_terminate_pool)
      185    0.000    0.000    0.008    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\popen_spawn_win32.py:103(wait)
      185    0.008    0.000    0.008    0.000 {built-in method _winapi.WaitForSingleObject}
        1    0.000    0.000    0.007    0.007 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\process.py:142(join)
        3    0.000    0.000    0.005    0.002 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\threading.py:1117(join)
        5    0.000    0.000    0.005    0.001 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\threading.py:1155(_wait_for_tstate_lock)
    28/21    0.000    0.000    0.005    0.000 {method 'acquire' of '_thread.lock' objects}
       32    0.000    0.000    0.005    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\reduction.py:58(dump)
      3/1    0.000    0.000    0.005    0.005 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\threading.py:1018(_bootstrap)
      3/1    0.000    0.000    0.005    0.005 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\threading.py:1058(_bootstrap_inner)
      3/1    0.000    0.000    0.005    0.005 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\threading.py:1001(run)
       56    0.002    0.000    0.004    0.000 {method 'dump' of '_pickle.Pickler' objects}
        1    0.000    0.000    0.004    0.004 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\pool.py:527(_handle_tasks)
        1    0.000    0.000    0.003    0.003 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:2175(error)
        1    0.000    0.000    0.003    0.003 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1558(error)
        1    0.000    0.000    0.003    0.003 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1660(_log)
        1    0.000    0.000    0.003    0.003 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1686(handle)
        1    0.000    0.000    0.003    0.003 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1746(callHandlers)
        1    0.000    0.000    0.003    0.003 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1011(handle)
        1    0.000    0.000    0.003    0.003 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1148(emit)
      7/5    0.000    0.000    0.002    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\connection.py:1032(wait)
      7/4    0.000    0.000    0.002    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\connection.py:253(poll)
      7/4    0.000    0.000    0.002    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\connection.py:342(_poll)
        1    0.000    0.000    0.002    0.002 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\pool.py:573(_handle_results)
      9/8    0.000    0.000    0.002    0.000 {method 'cancel' of '_winapi.Overlapped' objects}
        1    0.002    0.002    0.002    0.002 {method 'write' of '_io.TextIOWrapper' objects}
       64    0.000    0.000    0.001    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\connection.py:1161(reduce_pipe_connection)
        1    0.000    0.000    0.001    0.001 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:988(format)
        1    0.000    0.000    0.001    0.001 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:690(format)
        1    0.000    0.000    0.001    0.001 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:649(formatException)
        1    0.000    0.000    0.001    0.001 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\traceback.py:111(print_exception)
       16    0.000    0.000    0.001    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\process.py:128(terminate)
       16    0.000    0.000    0.001    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\popen_spawn_win32.py:124(terminate)
       16    0.001    0.000    0.001    0.000 {built-in method _winapi.TerminateProcess}
      184    0.000    0.000    0.001    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\popen_spawn_win32.py:121(poll)
        3    0.000    0.000    0.001    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\queues.py:385(get)
       64    0.000    0.000    0.001    0.000 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\reduction.py:106(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\pool.py:362(map)
        1    0.000    0.000    0.001    0.001 C:\Users\Administrator\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\pool.py:767(get)
